Comment,Sentiment
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"Absolutely terrible experience. The food was cold and tasteless. The service was horrendous, and I felt completely ignored by the staff. Never coming back!",Negative
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Absolutely terrible experience. The food was cold and tasteless. The service was horrendous, and I felt completely ignored by the staff. Never coming back!",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Absolutely terrible experience. The food was cold and tasteless. The service was horrendous, and I felt completely ignored by the staff. Never coming back!",Negative
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"This is my favorite spot in town. Highly recommended! The staff are friendly, and the food is always amazing. Perfect for any occasion.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"A fantastic dining experience. Will definitely return! The restaurant has a cozy ambiance, and the staff are very attentive. The food was outstanding.",Positive
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
The place was a mess and the food was undercooked. I got sick after eating here and had to see a doctor. Absolutely unacceptable!,Negative
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Absolutely terrible experience. The food was cold and tasteless. The service was horrendous, and I felt completely ignored by the staff. Never coming back!",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"Terrible service and rude staff. The waiter was unhelpful, and the manager didn't seem to care about our complaints. Avoid this place at all costs.",Negative
"Absolutely terrible experience. The food was cold and tasteless. The service was horrendous, and I felt completely ignored by the staff. Never coming back!",Negative
"Delicious food and friendly staff. Highly recommend! The menu has a great variety, and every dish is prepared to perfection. Will definitely return.",Positive
"Had an amazing time here. Everything was perfect. The atmosphere, the service, and especially the food. A fantastic dining experience.",Positive
"Not great. The service was slow, and the place was dirty. I waited over an hour for my food, which was disappointing and not worth the wait.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"Worst experience ever. Will never come back. The ambiance was awful, and the food was even worse. A complete waste of money and time.",Negative
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
"Service was okay, but the food was amazing. The flavors were rich and the presentation was beautiful. Overall, a great place to dine.",Positive
"I was very disappointed with the overall experience. The decor was outdated, the food was bland, and the staff were unfriendly. Not worth a visit.",Negative
"Loved it! The ambiance and food were top-notch. The service was excellent, and every dish we tried was delicious. Can't wait to come back!",Positive
Delicious food.,Positive
Delicious food.,Positive
Bad food.,Negative
Great service!,Positive
Not recommended.,Negative
Very disappointing.,Negative
Highly recommend!,Positive
Bad food.,Negative
Very satisfied!,Positive
Amazing experience.,Positive
Great service!,Positive
Delicious food.,Positive
Bad food.,Negative
Very satisfied!,Positive
Never again.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Great service!,Positive
Very disappointing.,Negative
Will come back.,Positive
Bad food.,Negative
Bad food.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Very satisfied!,Positive
Very disappointing.,Negative
Great service!,Positive
Delicious food.,Positive
Very satisfied!,Positive
Never again.,Negative
Very disappointing.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Delicious food.,Positive
Amazing experience.,Positive
Bad food.,Negative
Very disappointing.,Negative
Delicious food.,Positive
Very satisfied!,Positive
Amazing experience.,Positive
Not recommended.,Negative
Not recommended.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Great service!,Positive
Bad food.,Negative
Awful experience.,Negative
Great service!,Positive
Highly recommend!,Positive
Very disappointing.,Negative
Very disappointing.,Negative
Very disappointing.,Negative
Very disappointing.,Negative
Will come back.,Positive
Very satisfied!,Positive
Bad food.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Great service!,Positive
Delicious food.,Positive
Never again.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Delicious food.,Positive
Never again.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Awful experience.,Negative
Not recommended.,Negative
Never again.,Negative
Highly recommend!,Positive
Amazing experience.,Positive
Bad food.,Negative
Terrible service.,Negative
Awful experience.,Negative
Delicious food.,Positive
Very satisfied!,Positive
Not recommended.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Highly recommend!,Positive
Not recommended.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Not recommended.,Negative
Very disappointing.,Negative
Bad food.,Negative
Delicious food.,Positive
Bad food.,Negative
Terrible service.,Negative
Great service!,Positive
Highly recommend!,Positive
Very disappointing.,Negative
Awful experience.,Negative
Bad food.,Negative
Not recommended.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Will come back.,Positive
Very satisfied!,Positive
Not recommended.,Negative
Terrible service.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Very satisfied!,Positive
Will come back.,Positive
Highly recommend!,Positive
Terrible service.,Negative
Bad food.,Negative
Will come back.,Positive
Terrible service.,Negative
Great service!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Delicious food.,Positive
Bad food.,Negative
Awful experience.,Negative
Great service!,Positive
Great service!,Positive
Delicious food.,Positive
Delicious food.,Positive
Never again.,Negative
Will come back.,Positive
Great service!,Positive
Delicious food.,Positive
Bad food.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Will come back.,Positive
Highly recommend!,Positive
Great service!,Positive
Not recommended.,Negative
Very disappointing.,Negative
Will come back.,Positive
Very disappointing.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Very satisfied!,Positive
Bad food.,Negative
Never again.,Negative
Delicious food.,Positive
Terrible service.,Negative
Very satisfied!,Positive
Will come back.,Positive
Bad food.,Negative
Highly recommend!,Positive
Never again.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Very disappointing.,Negative
Highly recommend!,Positive
Great service!,Positive
Awful experience.,Negative
Never again.,Negative
Will come back.,Positive
Will come back.,Positive
Amazing experience.,Positive
Will come back.,Positive
Amazing experience.,Positive
Bad food.,Negative
Awful experience.,Negative
Never again.,Negative
Terrible service.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Will come back.,Positive
Awful experience.,Negative
Very satisfied!,Positive
Great service!,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Not recommended.,Negative
Very disappointing.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Awful experience.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Amazing experience.,Positive
Very disappointing.,Negative
Amazing experience.,Positive
Great service!,Positive
Amazing experience.,Positive
Not recommended.,Negative
Not recommended.,Negative
Very disappointing.,Negative
Delicious food.,Positive
Terrible service.,Negative
Great service!,Positive
Never again.,Negative
Terrible service.,Negative
Highly recommend!,Positive
Not recommended.,Negative
Never again.,Negative
Highly recommend!,Positive
Never again.,Negative
Awful experience.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Amazing experience.,Positive
Very satisfied!,Positive
Will come back.,Positive
Not recommended.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Very disappointing.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Awful experience.,Negative
Never again.,Negative
Very disappointing.,Negative
Amazing experience.,Positive
Amazing experience.,Positive
Awful experience.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Terrible service.,Negative
Very disappointing.,Negative
Will come back.,Positive
Delicious food.,Positive
Great service!,Positive
Very satisfied!,Positive
Highly recommend!,Positive
Not recommended.,Negative
Will come back.,Positive
Bad food.,Negative
Terrible service.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Bad food.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Never again.,Negative
Delicious food.,Positive
Awful experience.,Negative
Amazing experience.,Positive
Very disappointing.,Negative
Bad food.,Negative
Never again.,Negative
Very satisfied!,Positive
Great service!,Positive
Very disappointing.,Negative
Terrible service.,Negative
Highly recommend!,Positive
Great service!,Positive
Not recommended.,Negative
Never again.,Negative
Highly recommend!,Positive
Highly recommend!,Positive
Delicious food.,Positive
Delicious food.,Positive
Not recommended.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Never again.,Negative
Delicious food.,Positive
Very satisfied!,Positive
Never again.,Negative
Not recommended.,Negative
Very disappointing.,Negative
Bad food.,Negative
Very satisfied!,Positive
Bad food.,Negative
Not recommended.,Negative
Awful experience.,Negative
Awful experience.,Negative
Awful experience.,Negative
Very disappointing.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Terrible service.,Negative
Very disappointing.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Will come back.,Positive
Awful experience.,Negative
Never again.,Negative
Awful experience.,Negative
Terrible service.,Negative
Bad food.,Negative
Not recommended.,Negative
Never again.,Negative
Delicious food.,Positive
Never again.,Negative
Bad food.,Negative
Not recommended.,Negative
Amazing experience.,Positive
Terrible service.,Negative
Amazing experience.,Positive
Very disappointing.,Negative
Great service!,Positive
Very satisfied!,Positive
Will come back.,Positive
Will come back.,Positive
Bad food.,Negative
Will come back.,Positive
Will come back.,Positive
Terrible service.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Not recommended.,Negative
Never again.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Delicious food.,Positive
Highly recommend!,Positive
Awful experience.,Negative
Terrible service.,Negative
Never again.,Negative
Delicious food.,Positive
Highly recommend!,Positive
Will come back.,Positive
Terrible service.,Negative
Awful experience.,Negative
Bad food.,Negative
Not recommended.,Negative
Very disappointing.,Negative
Will come back.,Positive
Very satisfied!,Positive
Will come back.,Positive
Amazing experience.,Positive
Amazing experience.,Positive
Terrible service.,Negative
Highly recommend!,Positive
Great service!,Positive
Not recommended.,Negative
Will come back.,Positive
Great service!,Positive
Never again.,Negative
Very disappointing.,Negative
Will come back.,Positive
Terrible service.,Negative
Delicious food.,Positive
Great service!,Positive
Terrible service.,Negative
Will come back.,Positive
Delicious food.,Positive
Bad food.,Negative
Very disappointing.,Negative
Bad food.,Negative
Very satisfied!,Positive
Very satisfied!,Positive
Will come back.,Positive
Will come back.,Positive
Very disappointing.,Negative
Great service!,Positive
Terrible service.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Terrible service.,Negative
Awful experience.,Negative
Not recommended.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Never again.,Negative
Bad food.,Negative
Bad food.,Negative
Will come back.,Positive
Terrible service.,Negative
Bad food.,Negative
Awful experience.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Highly recommend!,Positive
Very satisfied!,Positive
Amazing experience.,Positive
Awful experience.,Negative
Terrible service.,Negative
Will come back.,Positive
Never again.,Negative
Delicious food.,Positive
Bad food.,Negative
Bad food.,Negative
Never again.,Negative
Great service!,Positive
Delicious food.,Positive
Bad food.,Negative
Delicious food.,Positive
Awful experience.,Negative
Never again.,Negative
Will come back.,Positive
Will come back.,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Very satisfied!,Positive
Highly recommend!,Positive
Awful experience.,Negative
Highly recommend!,Positive
Will come back.,Positive
Awful experience.,Negative
Not recommended.,Negative
Delicious food.,Positive
Not recommended.,Negative
Never again.,Negative
Highly recommend!,Positive
Terrible service.,Negative
Highly recommend!,Positive
Great service!,Positive
Great service!,Positive
Highly recommend!,Positive
Great service!,Positive
Terrible service.,Negative
Bad food.,Negative
Delicious food.,Positive
Great service!,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Bad food.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Not recommended.,Negative
Delicious food.,Positive
Bad food.,Negative
Will come back.,Positive
Bad food.,Negative
Will come back.,Positive
Never again.,Negative
Amazing experience.,Positive
Never again.,Negative
Very satisfied!,Positive
Terrible service.,Negative
Bad food.,Negative
Very disappointing.,Negative
Delicious food.,Positive
Delicious food.,Positive
Very satisfied!,Positive
Very disappointing.,Negative
Awful experience.,Negative
Will come back.,Positive
Very satisfied!,Positive
Terrible service.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Highly recommend!,Positive
Never again.,Negative
Great service!,Positive
Highly recommend!,Positive
Very satisfied!,Positive
Will come back.,Positive
Never again.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Not recommended.,Negative
Very satisfied!,Positive
Terrible service.,Negative
Delicious food.,Positive
Never again.,Negative
Will come back.,Positive
Bad food.,Negative
Amazing experience.,Positive
Very satisfied!,Positive
Terrible service.,Negative
Great service!,Positive
Delicious food.,Positive
Amazing experience.,Positive
Never again.,Negative
Great service!,Positive
Great service!,Positive
Highly recommend!,Positive
Awful experience.,Negative
Never again.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Very satisfied!,Positive
Will come back.,Positive
Not recommended.,Negative
Awful experience.,Negative
Awful experience.,Negative
Highly recommend!,Positive
Not recommended.,Negative
Will come back.,Positive
Not recommended.,Negative
Highly recommend!,Positive
Awful experience.,Negative
Awful experience.,Negative
Terrible service.,Negative
Very satisfied!,Positive
Very disappointing.,Negative
Highly recommend!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Will come back.,Positive
Delicious food.,Positive
Never again.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Will come back.,Positive
Will come back.,Positive
Great service!,Positive
Great service!,Positive
Never again.,Negative
Bad food.,Negative
Never again.,Negative
Awful experience.,Negative
Delicious food.,Positive
Delicious food.,Positive
Bad food.,Negative
Highly recommend!,Positive
Very satisfied!,Positive
Very satisfied!,Positive
Not recommended.,Negative
Awful experience.,Negative
Very disappointing.,Negative
Terrible service.,Negative
Amazing experience.,Positive
Very satisfied!,Positive
Very satisfied!,Positive
Very disappointing.,Negative
Terrible service.,Negative
Delicious food.,Positive
Never again.,Negative
Not recommended.,Negative
Highly recommend!,Positive
Highly recommend!,Positive
Terrible service.,Negative
Amazing experience.,Positive
Highly recommend!,Positive
Great service!,Positive
Highly recommend!,Positive
Not recommended.,Negative
Bad food.,Negative
Terrible service.,Negative
Will come back.,Positive
Amazing experience.,Positive
Amazing experience.,Positive
Great service!,Positive
Very disappointing.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Will come back.,Positive
Never again.,Negative
Awful experience.,Negative
Very disappointing.,Negative
Not recommended.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Terrible service.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Not recommended.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Will come back.,Positive
Delicious food.,Positive
Great service!,Positive
Delicious food.,Positive
Not recommended.,Negative
Delicious food.,Positive
Terrible service.,Negative
Awful experience.,Negative
Amazing experience.,Positive
Awful experience.,Negative
Highly recommend!,Positive
Will come back.,Positive
Very disappointing.,Negative
Not recommended.,Negative
Delicious food.,Positive
Never again.,Negative
Never again.,Negative
Very disappointing.,Negative
Great service!,Positive
Terrible service.,Negative
Never again.,Negative
Very disappointing.,Negative
Great service!,Positive
Highly recommend!,Positive
Awful experience.,Negative
Bad food.,Negative
Highly recommend!,Positive
Great service!,Positive
Never again.,Negative
Very satisfied!,Positive
Delicious food.,Positive
Highly recommend!,Positive
Bad food.,Negative
Will come back.,Positive
Amazing experience.,Positive
Never again.,Negative
Delicious food.,Positive
Very satisfied!,Positive
Never again.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Amazing experience.,Positive
Will come back.,Positive
Bad food.,Negative
Very disappointing.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Very satisfied!,Positive
Very satisfied!,Positive
Amazing experience.,Positive
Terrible service.,Negative
Amazing experience.,Positive
Not recommended.,Negative
Very disappointing.,Negative
Not recommended.,Negative
Never again.,Negative
Bad food.,Negative
Very satisfied!,Positive
Never again.,Negative
Awful experience.,Negative
Not recommended.,Negative
Never again.,Negative
Amazing experience.,Positive
Never again.,Negative
Terrible service.,Negative
Awful experience.,Negative
Amazing experience.,Positive
Great service!,Positive
Amazing experience.,Positive
Never again.,Negative
Very satisfied!,Positive
Terrible service.,Negative
Very satisfied!,Positive
Not recommended.,Negative
Amazing experience.,Positive
Very disappointing.,Negative
Highly recommend!,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Highly recommend!,Positive
Amazing experience.,Positive
Amazing experience.,Positive
Delicious food.,Positive
Very satisfied!,Positive
Very disappointing.,Negative
Never again.,Negative
Delicious food.,Positive
Very satisfied!,Positive
Never again.,Negative
Never again.,Negative
Highly recommend!,Positive
Very disappointing.,Negative
Terrible service.,Negative
Never again.,Negative
Bad food.,Negative
Great service!,Positive
Bad food.,Negative
Never again.,Negative
Bad food.,Negative
Very disappointing.,Negative
Never again.,Negative
Great service!,Positive
Will come back.,Positive
Not recommended.,Negative
Not recommended.,Negative
Delicious food.,Positive
Great service!,Positive
Will come back.,Positive
Delicious food.,Positive
Highly recommend!,Positive
Great service!,Positive
Not recommended.,Negative
Very disappointing.,Negative
Great service!,Positive
Will come back.,Positive
Bad food.,Negative
Never again.,Negative
Bad food.,Negative
Never again.,Negative
Will come back.,Positive
Great service!,Positive
Never again.,Negative
Great service!,Positive
Amazing experience.,Positive
Never again.,Negative
Delicious food.,Positive
Not recommended.,Negative
Very disappointing.,Negative
Not recommended.,Negative
Highly recommend!,Positive
Terrible service.,Negative
Never again.,Negative
Not recommended.,Negative
Very satisfied!,Positive
Very satisfied!,Positive
Bad food.,Negative
Highly recommend!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Very disappointing.,Negative
Very satisfied!,Positive
Will come back.,Positive
Delicious food.,Positive
Very disappointing.,Negative
Awful experience.,Negative
Very satisfied!,Positive
Highly recommend!,Positive
Highly recommend!,Positive
Not recommended.,Negative
Great service!,Positive
Awful experience.,Negative
Bad food.,Negative
Will come back.,Positive
Great service!,Positive
Bad food.,Negative
Very satisfied!,Positive
Awful experience.,Negative
Terrible service.,Negative
Will come back.,Positive
Bad food.,Negative
Very satisfied!,Positive
Highly recommend!,Positive
Delicious food.,Positive
Great service!,Positive
Delicious food.,Positive
Very disappointing.,Negative
Very disappointing.,Negative
Delicious food.,Positive
Very disappointing.,Negative
Bad food.,Negative
Highly recommend!,Positive
Great service!,Positive
Highly recommend!,Positive
Very satisfied!,Positive
Great service!,Positive
Delicious food.,Positive
Terrible service.,Negative
Will come back.,Positive
